2024-04-14 03:45:14.999811699 +0100 BST,1617495278605839,8862491887642405,1a56b221-2fdd-4b96-8542-c6cdfce671ef,261.86,USD,REF 6839
2024-04-14 17:50:41.875620311 +0100 BST,4230188060981073,6674338700484957,ba03297e-e431-4612-87e4-ef675386bede,409.84,GBP,REF 2569
2024-04-14 14:31:06.654466822 +0100 BST,8039953337377450,7275418936154002,6faab7c9-931d-4f87-a61a-c3cdc23487d2,376.83,GBP,REF 6974
2024-04-14 16:40:21.095121529 +0100 BST,1256218751621706,7461408536560712,5fdf343f-8a2e-4d12-a5de-5dd74473f7d1,11.20,USD,REF 4762
2024-04-14 21:56:55.853877082 +0100 BST,8210629316784083,2107263296022137,44e9f863-6428-4069-8475-908c4479f754,553.13,USD,REF 4720
2024-04-14 08:27:41.013912371 +0100 BST,6348091033465659,8856627993105065,8e61034d-e0b3-406c-921a-b6afe5beebfc,8.10,USD,REF 846
2024-04-14 21:51:31.337605075 +0100 BST,0017848867544236,6922060956364415,1856def0-4cda-4e24-acaf-3ef07000ce20,66.21,GBP,REF 1740
2024-04-14 14:33:42.925795529 +0100 BST,9249081539902170,2972532345835448,4261e523-bc77-49b2-bfd5-1b8e4a7117e6,392.49,GBP,REF 8701
2024-04-14 10:55:46.557376918 +0100 BST,3437784141737640,4037072887991321,8935b5b2-bad7-46d6-a82a-54f6ccf7bbb4,608.40,USD,REF 6385
2024-04-14 17:49:21.796636292 +0100 BST,2552161268536270,1238689478322173,bce6b86e-b261-4902-80d9-7756a45588b7,459.90,USD,REF 5452
2024-04-14 14:30:17.524121817 +0100 BST,0041957308413368,0821386259159022,69706045-f677-4b43-80af-a3854678d440,5.36,USD,REF 6415
2024-04-14 17:51:27.000703532 +0100 BST,0594870058746102,0803654049946002,d2ec8ee0-57ca-4245-ac42-8f2b185813f9,228.11,USD,REF 3752
2024-04-14 16:49:09.787988322 +0100 BST,1757677146198944,0210590737657144,c3fc89af-1672-4dd9-bb72-07db5252c401,327.20,USD,REF 6285
2024-04-14 13:59:48.689013854 +0100 BST,8017386938929078,2948568910388123,d82de41a-94ce-4585-ac7d-280ca4fec419,104.20,GBP,REF 7987
2024-04-14 14:37:30.242074682 +0100 BST,6568350094621558,5911313541202359,3f0ac94f-d112-401d-acea-cbd1f682d4c2,154.45,GBP,REF 1848
2024-04-14 00:55:20.297329901 +0100 BST,4093808994319603,0226842577171542,42300f89-78f3-49e9-aea1-44fa4ee23692,149.39,USD,REF 2542
2024-04-14 01:12:51.835671017 +0100 BST,8508825600357331,2985684471440925,2812ebac-2df5-451c-a8ee-1822b0f9730c,92.64,GBP,REF 5437
2024-04-14 04:40:39.309878314 +0100 BST,7070247964174381,2934404924574903,0af516ac-33e4-422d-a1c9-331b79eaa888,445.67,USD,REF 7696
2024-04-14 09:51:59.12107445 +0100 BST,4946942516235791,8951678611795680,b426f43b-4fa7-4d3a-a316-40f9b5b432ab,560.87,USD,REF 1462
2024-04-14 17:50:48.803826733 +0100 BST,9532928943780970,8983458173456202,f1be485d-cda4-434c-8788-d6956587b8fe,638.31,GBP,REF 6383
2024-04-14 05:44:24.010959618 +0100 BST,2793844729712062,1207079784034841,886c094a-8c5d-4381-bdfa-611a12bab9e9,292.29,GBP,REF 6381
2024-04-14 22:17:47.807000846 +0100 BST,3126479923315158,7328365791459596,a3aa6893-3ca2-4d27-bc89-edc8c9eb48b2,522.28,USD,REF 74
2024-04-14 06:04:59.825964813 +0100 BST,8825511173102175,4497825212662958,3382dccf-e062-4002-b856-a81591a5204b,412.99,GBP,REF 9874
2024-04-14 06:33:35.326124553 +0100 BST,5015781000348624,8653703972791606,b14037be-2b65-4b24-a2a6-fcc62e068154,391.23,USD,REF 6237
2024-04-14 05:20:08.068405854 +0100 BST,6000268362271939,9584548918769337,4e348e11-53e1-4994-aebe-8ad93e69cede,198.65,GBP,REF 8176
2024-04-14 02:48:00.757826734 +0100 BST,7014292531333922,8516568116017109,fb597ff7-bf9f-4981-8aec-c941664c5142,200.10,USD,REF 7863
2024-04-14 12:52:36.847183987 +0100 BST,5111312758421029,2898327859060295,777d9f9c-2592-4450-8da6-299740367da2,580.54,USD,REF 794
2024-04-14 14:31:01.744203538 +0100 BST,0304139201511782,5344727878697419,c6253097-47f4-41c8-9fb4-2bab45ad55a6,659.99,GBP,REF 9314
2024-04-14 08:10:40.299655032 +0100 BST,5548911677502613,4369115684494440,dd93ebc1-11ac-4a1f-9452-0378a64a32c3,516.70,USD,REF 5452
2024-04-14 09:19:11.370157815 +0100 BST,3666347757450092,3188768534612213,7060f217-b5f0-47bc-a654-e704ae0c32db,625.45,USD,REF 960
2024-04-14 08:09:58.169340435 +0100 BST,9592293920340968,3606373537014325,28d86c99-6cf8-419a-8772-784d4c10ae9e,661.89,GBP,REF 8212
2024-04-14 05:17:55.957975437 +0100 BST,3170933805303175,3702160211879219,000ee5a8-beea-4e3c-80f7-08d22e6262a2,553.84,USD,REF 9010
2024-04-14 20:10:21.624604618 +0100 BST,2310678303412558,7189581489611582,8b01e2d8-c407-4856-97da-1ff87766e743,98.31,GBP,REF 7780
2024-04-14 18:18:52.51578106 +0100 BST,0702805941677871,2868489293818226,199c7936-e7df-4f57-938e-ca7e40e1442b,192.54,USD,REF 3671
2024-04-14 10:37:25.36856577 +0100 BST,0189271046210730,2752791232697344,eff61fe6-71b1-4bb8-967e-91679984c30a,515.46,GBP,REF 6917
2024-04-14 13:07:32.808931429 +0100 BST,9081662559768898,9231792128656418,b76d1f6a-3695-4338-8daf-e2093bb25156,649.19,USD,REF 9287
2024-04-14 05:38:57.456113703 +0100 BST,1924663059868823,1390946294466082,d08b9ce5-c5fe-4c93-b62b-5ea183aa7b19,48.96,GBP,REF 1239
2024-04-14 07:13:31.435406671 +0100 BST,6158584460344320,7150661734218864,54a2f712-d6ef-4d2e-a11d-e3078b4e1783,402.83,USD,REF 9336
2024-04-14 04:08:06.796391087 +0100 BST,9572591921029480,9223573047492185,00524f8b-a6bf-460c-a9dd-5755169194e4,568.86,GBP,REF 1608
2024-04-14 20:33:20.791340808 +0100 BST,0147658786583435,1800712568461826,d5c731b7-2cef-4576-9e30-60648d57ca66,546.37,USD,REF 3754
2024-04-14 18:49:05.099654954 +0100 BST,0558644996328098,6765356100975169,ed898990-f613-4f88-8807-8ca9cc1a58a8,214.81,GBP,REF 4458
2024-04-14 13:07:36.041604243 +0100 BST,7536355313508424,9639558085625159,d130b864-a96d-4b6a-985e-1118bf9c5169,658.99,USD,REF 9021
2024-04-14 17:02:23.044640571 +0100 BST,6371364376412375,5093055068715391,1945e74a-1b02-4326-806d-37b128240df5,315.26,USD,REF 2816
2024-04-14 00:41:11.530386449 +0100 BST,2810062808350393,5972849106404610,80d81c0f-2089-4886-9290-6086be397e34,113.72,USD,REF 9721
2024-04-14 17:29:50.406141297 +0100 BST,9907263832883501,0510799597314098,54c9e91b-7454-44a0-a787-f7cdd81feeaa,108.91,USD,REF 1480
2024-04-14 22:19:41.74176041 +0100 BST,1169720540159737,6007480917561665,c2c205bf-5352-44c4-8776-9244da77e6f3,532.23,USD,REF 5386
2024-04-14 17:24:38.649766279 +0100 BST,5191670184670676,6830683062324157,1f61385b-ec4e-4fac-a2c6-c850d90e02cb,358.54,GBP,REF 6583
2024-04-14 08:22:08.43762138 +0100 BST,8944339363825081,4840804326935772,29948198-db5a-48e3-b4d1-693be19a8f6e,663.64,GBP,REF 330
2024-04-14 00:57:15.336027349 +0100 BST,1247468548778605,0302137917638229,a0ab596e-6c5d-4fdc-8955-006cf9c594c8,437.27,GBP,REF 7835
2024-04-14 09:43:35.349869343 +0100 BST,6432882409518992,6543777249404172,c0cf8a93-d724-40e8-9a97-9b713de4f634,138.30,USD,REF 5706
2024-04-14 02:20:09.936336086 +0100 BST,4082108713148642,2095715226613962,359139a8-03d4-4e66-8ff3-df84bccbdd76,240.81,GBP,REF 3883
2024-04-14 18:56:33.360500766 +0100 BST,0863656230677366,8061580609034478,4af12a04-6db4-4f11-aa92-eba5c8accc6c,618.98,GBP,REF 8994
2024-04-14 19:04:39.330821077 +0100 BST,4480408121415391,0992962658812686,432b5451-4d63-4aae-80bf-4450fafad938,192.34,USD,REF 5786
2024-04-14 22:11:16.914030287 +0100 BST,4410874400616007,9302397819813806,b18bd740-df91-4ec3-9c34-c3c00518dfd0,202.44,USD,REF 391
2024-04-14 12:29:18.842263735 +0100 BST,4824393026612578,4109063370436874,7877ee32-e324-4328-a00b-15e0069d82af,4.90,USD,REF 1495
2024-04-14 19:23:00.392168274 +0100 BST,3726783366031257,6204163973969446,df796edb-6421-432e-a8a7-e48d81c0232b,517.27,USD,REF 2299
2024-04-14 02:35:39.980743882 +0100 BST,5091299314396369,6771255592896390,abc41696-bdca-4e44-aabe-2d2dd51e32b5,172.14,GBP,REF 8080
2024-04-14 02:42:15.793603339 +0100 BST,3518165371250104,1860061481581886,f09314b8-e2f8-4e10-bcce-6342caa52de8,433.35,GBP,REF 1735
2024-04-14 21:48:29.890401223 +0100 BST,6980354861759245,8863808047825729,dc1437fe-395c-4610-aaf8-6603b8d7357b,423.90,USD,REF 3781
2024-04-14 12:34:06.722048132 +0100 BST,5585043905091651,9378009962985542,1b6c772d-63a4-4f36-831e-e1f850c5754e,430.99,USD,REF 5621
2024-04-14 20:20:15.656129937 +0100 BST,8393158918475604,9096451259487343,71895105-a79b-4067-b0f5-d38af17cf105,151.81,USD,REF 974
2024-04-14 13:59:43.07406184 +0100 BST,0208857697962062,7389858090258219,cecbfe65-7f79-4cb3-a770-2e2dab5bcf07,484.30,GBP,REF 9297
2024-04-14 17:43:36.18423268 +0100 BST,2773553937597135,1787216656214088,3bbc0fdc-b106-4e3c-85bf-85bb51c81e72,315.22,GBP,REF 5219
2024-04-14 11:38:55.132081679 +0100 BST,5217204196610958,6344415609011849,7bbde783-2698-447c-bf1f-d80c990ba808,484.26,USD,REF 2750
2024-04-14 13:14:23.027110334 +0100 BST,5819348740784471,4429745843742550,3516c15f-2b28-4233-ab0c-1bb411fc9a6d,18.90,GBP,REF 2575
2024-04-14 03:13:12.988765959 +0100 BST,7806030025303505,3567370502643823,18989875-5050-47a1-92f8-073da7d04e4d,184.49,USD,REF 7482
2024-04-14 08:08:02.706049188 +0100 BST,4382664281242304,8594642507126402,d337b612-bfc5-464c-a028-bc7ec27082a9,267.59,GBP,REF 4769
2024-04-14 03:44:10.593115812 +0100 BST,5328702635123135,9285135071151257,a554c536-9b97-4da6-94dd-78d34793a9ec,603.79,USD,REF 4966
2024-04-14 05:58:23.90111672 +0100 BST,0306206628594934,0539899143782702,812c1c67-1ae3-4ec1-8074-ad9a4abe9324,512.40,USD,REF 7973
2024-04-14 00:34:11.349971529 +0100 BST,4460355262716929,2932171884716022,61e7ea88-91c1-4202-aa30-a6afc33e18d8,101.86,USD,REF 770
2024-04-14 20:36:09.216085803 +0100 BST,3743432926111541,7939168215661914,eda17e71-05b5-4114-94ee-b4250e25e17a,70.42,USD,REF 2797
2024-04-14 10:51:52.494807088 +0100 BST,7795798522171491,5684576728648000,4e5ecceb-70b6-4dae-9044-c16fa8a70653,470.59,GBP,REF 5468
2024-04-14 08:57:47.138225768 +0100 BST,6832204107759451,7025828989628477,f8ed4e2e-033a-4324-85cc-51887cc1b074,38.17,GBP,REF 3917
2024-04-14 22:07:11.054595138 +0100 BST,9823781014704546,2002861846807501,ee8b8986-5a42-4099-8360-28c76b61e147,548.65,USD,REF 7625
2024-04-14 06:32:28.262921395 +0100 BST,9235368362637186,3193804544630928,f255dfc8-7ed2-431e-8581-fd83d23c0b7a,356.20,GBP,REF 5024
2024-04-14 22:07:50.624588554 +0100 BST,5478410367658709,2685265594173614,dfb85800-06cd-4a95-a92b-eb3679d7d214,168.11,USD,REF 5557
2024-04-14 02:48:29.757981416 +0100 BST,4612965915574650,0958827160875526,3e8c36b1-7002-4aea-a55c-23c5741e0c00,254.60,USD,REF 5538
2024-04-14 05:22:26.944788225 +0100 BST,9061383902948555,5574199093791129,bb636e7f-1c80-4205-bbba-ea01fc255da9,143.22,USD,REF 4778
2024-04-14 20:09:41.416778955 +0100 BST,4310970859933985,7662460724316544,9e55da52-a41f-41d7-a5e4-95071e0fba0e,325.42,GBP,REF 9890
2024-04-14 15:01:36.539582785 +0100 BST,5222715402123623,0660205655132969,3051cc25-8d90-4dae-9b4d-6dcb17baa187,209.88,USD,REF 2418
2024-04-14 00:49:12.055634642 +0100 BST,2929226920114001,7739883300682212,b139189f-384c-4e12-bb3a-b138b1c1a9f8,6.89,GBP,REF 9081
2024-04-14 20:06:15.954969857 +0100 BST,3245181161292120,9439028635218092,afb84f08-da8e-40d0-9336-d2480537f9aa,70.64,USD,REF 1791
2024-04-14 11:30:31.381943137 +0100 BST,8185823974875179,5727219929340253,0464cd97-9fbe-436e-91bc-698a6a85aa1a,109.50,USD,REF 4458
2024-04-14 23:49:46.10533699 +0100 BST,1807767003543763,7464014988297822,6bd01888-a279-456c-bc25-96b4143c8730,624.13,GBP,REF 7617
2024-04-14 17:13:02.985405007 +0100 BST,4242720916435681,0434493921684852,0f8c807f-cb1c-4342-95ad-7d9aa764713d,599.90,GBP,REF 9823
2024-04-14 18:34:36.162926663 +0100 BST,3410080275080745,4289822135764227,bdfa07ea-9ea6-4417-ae25-d2eeb13a4ca0,233.17,USD,REF 7466
2024-04-14 06:23:19.324915042 +0100 BST,8098299772218702,7508343345632073,f7d3d60f-ce9c-4887-b557-dcef752992ed,311.67,USD,REF 9056
2024-04-14 20:44:08.596253242 +0100 BST,8196878217036746,5311716593855777,55cc6ff2-4db4-4202-9092-376f13b5cbc9,532.87,USD,REF 3688
2024-04-14 00:51:46.461738573 +0100 BST,0016591770613780,6306891034057969,aaa585fc-5a73-4ca4-8e11-55e615d93246,152.60,USD,REF 611
2024-04-14 05:01:59.338266487 +0100 BST,4826790430241749,3585486820744663,d661ce1e-edda-45eb-866b-4ef9fc5be66f,387.44,USD,REF 5945
2024-04-14 11:58:20.104469157 +0100 BST,4810560448013615,9137742475751954,e8a81c9a-d3df-450c-9103-528657400436,326.55,USD,REF 7588
2024-04-14 01:08:34.232429775 +0100 BST,2401167819415614,0795369917197263,246b9b18-c39f-44ad-96ca-c5940a1ee131,112.20,USD,REF 2527
2024-04-14 02:03:40.919273648 +0100 BST,0398538352495001,0174715710165310,8fd46af3-3bf4-4425-bdb6-5aad3bdeb376,585.90,USD,REF 3797
2024-04-14 11:12:18.105598823 +0100 BST,0744751602781501,6548028251553896,91eaf19a-a5ca-4a43-a0b3-1793651633be,651.88,USD,REF 7
2024-04-14 09:14:19.713003086 +0100 BST,6349258386146810,7118330237518527,fedab035-890c-4f4b-ad32-d3c03673d07c,475.15,USD,REF 512
2024-04-14 01:40:14.448204119 +0100 BST,9737044298303217,8823254814085298,d420865f-2f8e-4786-b36e-0d096e2547d7,465.93,GBP,REF 2434
2024-04-14 01:02:40.927865027 +0100 BST,2640903223993531,2826949415383513,ea188d37-1bd1-4b33-a31b-4cfeb60f5d78,209.93,USD,REF 5839
2024-04-14 08:42:06.136549648 +0100 BST,3992681538936072,9799778589545692,d2a42acc-8204-4c97-8720-5c167e1a660e,618.62,GBP,REF 5700
2024-04-14 22:02:39.474484342 +0100 BST,2359515966930768,3838831722458746,7fdd6800-5200-4ffb-98bb-b7388278ea2c,533.78,GBP,REF 1350
2024-04-14 23:16:47.342265612 +0100 BST,2783820457051892,9404570523853065,b9c8ebc9-400b-44e4-bf92-09987b6020c1,347.92,USD,REF 5629
2024-04-14 18:06:12.276144506 +0100 BST,4788078415610730,6019127590243821,e4ac3ce4-c536-4f15-b9ca-57f99a5cf7aa,551.51,GBP,REF 9853
2024-04-14 11:12:53.194965881 +0100 BST,3540978896299467,7374422992472891,b42a4f31-76c0-41b2-a6d9-6f5818a486f2,331.55,GBP,REF 215
2024-04-14 08:56:47.033265267 +0100 BST,5379943805749399,6327700963828917,c898eb32-837b-4112-b07d-ce3e69520297,287.71,USD,REF 5218
2024-04-14 09:10:36.123133727 +0100 BST,6648974530120908,0392691610295510,fc611b57-f322-4b32-8e50-3a5eec056301,108.86,GBP,REF 8659
2024-04-14 12:19:15.076766158 +0100 BST,9960949802688560,6274956313456934,7fd77a51-5aa1-4ad3-8dec-4daaffb1e909,665.94,GBP,REF 2671
2024-04-14 14:01:25.136624711 +0100 BST,7393882156523837,5038122619933983,08414c3e-00a2-4c51-8916-68d7bc4833ae,371.49,GBP,REF 1499
2024-04-14 14:28:32.484246754 +0100 BST,1521303826078069,3586219420603517,d2ea0fc4-0d74-4b5d-961a-f5dbdec64f8d,313.75,GBP,REF 3993
2024-04-14 20:12:16.616589173 +0100 BST,3219562241194025,3794178899914466,19e606c9-7242-4ce4-92ed-bc367520c57f,228.57,USD,REF 2995
2024-04-14 15:50:23.156466548 +0100 BST,1626640775306998,2441625226443356,b4301f3c-4720-4a37-955c-a7371dc0c68b,162.87,USD,REF 9183
2024-04-14 10:50:02.924914722 +0100 BST,6260611557709588,7839166373940937,f92eaff1-7c94-45c5-be13-27ddd4b0dfda,50.37,GBP,REF 2321
2024-04-14 00:47:39.123408834 +0100 BST,0647210568849794,2154526702666205,775ffcb4-ee02-4a95-9b33-d904f8bccf08,626.13,GBP,REF 7246
2024-04-14 16:46:57.673716738 +0100 BST,5047919548801396,1956231792891681,a61e5636-0411-4e00-a167-c8a71f740776,496.17,USD,REF 7569
2024-04-14 06:33:51.822186319 +0100 BST,4878907236411749,3906793419082474,0f6cb8d1-0e92-4532-9906-2fe01d23bc54,183.82,GBP,REF 2544
2024-04-14 08:08:08.229217066 +0100 BST,7844838618987732,3379657406896814,03b86938-25ec-474e-8e64-52f9f065d901,117.32,GBP,REF 6559
2024-04-14 02:12:14.188851874 +0100 BST,5493430567483949,1078471237953492,20070436-96dc-4734-929b-018bbec1a411,447.70,USD,REF 3201
2024-04-14 00:50:41.154142755 +0100 BST,5449451711804704,4535719287747804,b4e83ea2-b196-468e-ba4e-c329bf8cfb0a,187.75,USD,REF 5355
2024-04-14 18:19:15.180579005 +0100 BST,9668181286979610,0083457962185911,6fc22a75-ee27-4e88-b80a-28a5a36b6539,584.40,GBP,REF 5006
2024-04-14 09:21:56.268267332 +0100 BST,6498771977082020,2860496489162478,10a5f76c-4985-4cd4-b0bd-7248ac9356c2,592.58,GBP,REF 3853
2024-04-14 04:10:07.547806074 +0100 BST,4013510217488540,4107100276023202,5ccd4b82-1b61-404b-94ea-9cba861948a2,16.67,USD,REF 2194
2024-04-14 23:42:00.45262716 +0100 BST,4539705490540688,7219607952638851,7c14f12e-b946-432c-846d-252692c1e444,254.61,USD,REF 4616
2024-04-14 12:06:42.713803185 +0100 BST,0448039874283537,5211555070664425,5241f0d5-a6e3-475d-8c76-00588ed918c6,13.27,GBP,REF 446
2024-04-14 08:35:34.586732958 +0100 BST,5961511225835390,0921987423942736,23a02fdc-0004-412a-a93a-d1565e0faa02,52.42,GBP,REF 9781
2024-04-14 05:25:32.804909713 +0100 BST,9375473298996963,3186797974356387,edf97aa2-bf28-4943-add7-6ef1b419abcd,309.37,USD,REF 7735
2024-04-14 04:40:53.13103515 +0100 BST,6328416096554334,1893186289664283,44254695-6d4f-400f-98a9-2e014fd9e09e,290.99,GBP,REF 6619
2024-04-14 08:02:59.58291296 +0100 BST,6031743958994140,9189135885133803,c7efcdba-9d33-421e-82c6-63c5d0facdc7,619.86,GBP,REF 7585
2024-04-14 21:44:15.791748052 +0100 BST,5588228990725809,0884126775671350,8faa1562-b35e-4dba-acf8-12b9611bd4be,440.96,GBP,REF 2362
2024-04-14 01:29:23.948381705 +0100 BST,4274283027042182,0490788356093215,6857382d-f043-40bb-9ee1-6278e2b057dc,79.32,GBP,REF 4032
2024-04-14 14:50:09.286906128 +0100 BST,6144129760042051,7862701857746134,bb2e1db7-ec62-42d0-8838-8fe4ed938fa8,285.67,GBP,REF 4942
2024-04-14 13:44:23.847090077 +0100 BST,9852867172418968,1520431614762976,83387050-5379-44ac-a8fa-7c45c2e10d47,652.33,USD,REF 2199
2024-04-14 14:31:47.757164966 +0100 BST,8810756680836242,6313195685076908,ef8a5f73-b66d-4a51-b591-cca323462f8e,176.92,GBP,REF 1159
2024-04-14 18:17:20.225050693 +0100 BST,7777724034991874,7949069856353688,1eba2081-abcb-4b61-85c4-1d96186ae391,137.54,GBP,REF 5462
2024-04-14 23:15:45.710776438 +0100 BST,1692810754412180,7270807682513523,8e3f2619-0905-4541-9a1e-be55907b83d3,352.91,GBP,REF 1367
2024-04-14 02:31:36.377977967 +0100 BST,4450455349433953,0084450162365606,01261a03-af18-467e-bd57-a94e18026cde,601.47,GBP,REF 7877
2024-04-14 17:06:23.14937544 +0100 BST,8865342104961982,2893481752556180,511bebb3-6cb4-4b47-b724-3e6ce868e955,264.32,GBP,REF 9356
2024-04-14 07:12:02.616283022 +0100 BST,7679412316497398,9341968834364152,6255e259-37a5-4f20-b8af-dfd5cb7cc9bf,85.89,USD,REF 2784
2024-04-14 00:13:27.004094821 +0100 BST,9415227176435488,5824209566015462,fb165f4b-3709-4ad3-8bbd-c9790d47b773,9.28,USD,REF 908
2024-04-14 21:13:42.037083123 +0100 BST,7101977652491335,0047360739719515,4f12df19-0ea3-4798-b71a-a64d8a6e2438,338.27,USD,REF 4516
2024-04-14 21:33:29.756707132 +0100 BST,4588150077402532,0268617707206871,0ec0befe-8e1b-403a-b3b5-1ceac27ae92d,375.58,USD,REF 7453
